"Date","state","Series"
196,"HI",51.7
196,"IA",48
196,"ID",36
196,"IL",46.2
196,"IN",39.9
196,"KS",41.9
196,"KY",43.5
196,"LA",34.6
196,"MA",61.6
196,"MD",56
196,"ME",61
196,"MI",47.1
196,"MN",51.8
196,"MO",39.1
196,"MS",29.8
196,"MT",42.9
196,"NC",41.7
196,"ND",38.8
196,"NE",47.7
196,"NH",55.6
196,"NJ",55.1
196,"NM",54.5
196,"NV",41.9
196,"NY",54
196,"OH",44.7
196,"OK",38.4
196,"OR",52.7
196,"PA",49.6
196,"RI",58.9
196,"SC",38.7
196,"SD",45.4
196,"TN",35.4
196,"TX",41.2
196,"UT",37.3
196,"VA",51.8
196,"VT",65.6
196,"WA",54.5
196,"WI",49.5
196,"WV",37.2
196,"WY",34.4
203,"AK",44.2
203,"AL",33
203,"AR",34.6
203,"AZ",43.6
203,"CA",50.5
203,"CO",52.5
203,"CT",61.3
203,"DE",50.7
203,"FL",46.5
203,"GA",37
203,"HI",52.3
203,"IA",48.4
203,"ID",36.4
203,"IL",46.7
203,"IN",42.7
203,"KS",42.3
203,"KY",44
203,"LA",35.5
203,"MA",62.2
203,"MD",56.7
203,"ME",62.1
203,"MI",47.4
203,"MN",52.3
203,"MO",39.4
203,"MS",33.2
203,"MT",43.2
203,"NC",42.2
203,"ND",39.1
203,"NE",48
203,"NH",56.8
203,"NJ",55.9
203,"NM",55.2
203,"NV",42.5
203,"NY",54.8
203,"OH",45.2
203,"OK",38.8
203,"OR",54.3
203,"PA",50.3
203,"RI",59.5
203,"SC",39.2
203,"SD",45.8
203,"TN",37.7
203,"TX",41.8
203,"UT",37.8
203,"VA",52.5
203,"VT",66.1
203,"WA",55.4
203,"WI",50.4
203,"WV",37.5
203,"WY",35.4
210,"AK",44.7
210,"AL",33.4
210,"AR",35.1
210,"AZ",44.2
210,"CA",51.3
210,"CO",53.2
210,"CT",61.9
210,"DE",51.3
210,"FL",47.2
210,"GA",37.5
210,"HI",52.7
210,"IA",48.8
210,"ID",36.8
210,"IL",47.3
210,"IN",43.2
210,"KS",42.7
210,"KY",44.5
210,"LA",35.9
210,"MA",62.8
210,"MD",57.4
210,"ME",62.6
210,"MI",48
210,"MN",52.8
210,"MO",39.9
210,"MS",33.6
210,"MT",43.6
210,"NC",42.7
